Feature,number of features selected,Coefficient,StdErr,R2,MSE
state_abbr_NH,78,-0.08695279827165063,0.038213422499551584,0.4943487180570214,0.03568842231468794
state_abbr_NJ,78,-0.04602867855215205,0.01542275368196208,0.4943487180570214,0.03568842231468794
state_abbr_NM,78,0.13515248920834907,0.054533178758273224,0.4943487180570214,0.03568842231468794
state_abbr_NY,78,0.03679927141499771,0.027078944891813384,0.4943487180570214,0.03568842231468794
state_abbr_OH,78,-0.022016809212532164,0.018811284843042116,0.4943487180570214,0.03568842231468794
state_abbr_OR,78,-0.04763607068351888,0.03180519719770408,0.4943487180570214,0.03568842231468794
state_abbr_PA,78,-0.05568254601279024,0.01946811219921792,0.4943487180570214,0.03568842231468794
state_abbr_RI,78,-0.044616671408098954,0.03455896750702381,0.4943487180570214,0.03568842231468794
state_abbr_SC,78,0.3009952174350135,0.03351459034166707,0.4943487180570214,0.03568842231468794
state_abbr_TN,78,0.11047728964507984,0.030330419826272007,0.4943487180570214,0.03568842231468794
state_abbr_TX,78,0.06645189204447152,0.016836070287733162,0.4943487180570214,0.03568842231468794
state_abbr_UT,78,-0.09380658479070063,0.04041765610538082,0.4943487180570214,0.03568842231468794
state_abbr_VA,78,-0.01845214581939648,0.03120878202123452,0.4943487180570214,0.03568842231468794
state_abbr_VT,78,-0.11770951858091282,0.08665602605072209,0.4943487180570214,0.03568842231468794
state_abbr_WA,78,0.03325496360386522,0.028605714698375036,0.4943487180570214,0.03568842231468794
state_abbr_WI,78,-0.1026292293606135,0.024035506020701917,0.4943487180570214,0.03568842231468794
