treat,age,educ,re74,re75,re78,u74,u75,black_0,black_1,hisp_0,hisp_1,married_0,married_1,nodegr_0,nodegr_1
0,26.0,10.0,0.0,0.0,2169.027,1.0,1.0,0,1,1,0,1,0,0,1
0,44.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,25.0,11.0,0.0,0.0,1264.232,1.0,1.0,0,1,1,0,1,0,0,1
0,25.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,1,0
0,28.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,1,0
0,32.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,22.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,9.0,0.0,0.0,5712.643,1.0,1.0,0,1,1,0,1,0,0,1
0,31.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0,1
0,23.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,33.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,27.0,10.0,0.0,0.0,1184.882,1.0,1.0,0,1,1,0,1,0,0,1
0,29.0,11.0,0.0,0.0,10225.88,1.0,1.0,0,1,1,0,0,1,0,1
0,23.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,25.0,9.0,0.0,0.0,4715.371,1.0,1.0,0,1,1,0,0,1,0,1
0,25.0,10.0,0.0,0.0,289.7899,1.0,1.0,0,1,1,0,1,0,0,1
0,24.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,28.0,8.0,0.0,0.0,8190.421,1.0,1.0,1,0,1,0,1,0,0,1
0,26.0,6.0,0.0,0.0,4813.05,1.0,1.0,0,1,1,0,1,0,0,1
0,30.0,14.0,0.0,0.0,7344.678,1.0,1.0,0,1,1,0,0,1,1,0
0,25.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0,1
0,29.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0,1
0,25.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,1,0
0,28.0,13.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,1,0
0,23.0,11.0,0.0,0.0,4350.907,1.0,1.0,0,1,1,0,1,0,0,1
0,54.0,11.0,0.0,0.0,7812.522,1.0,1.0,0,1,1,0,1,0,0,1
0,33.0,5.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,0,0,1
0,20.0,8.0,0.0,0.0,3644.655,1.0,1.0,0,1,1,0,1,0,0,1
0,45.0,9.0,0.0,0.0,4844.803,1.0,1.0,0,1,1,0,1,0,0,1
0,39.0,6.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,26.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,1,0
0,23.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,27.0,12.0,0.0,0.0,14792.9,1.0,1.0,1,0,1,0,1,0,1,0
0,33.0,9.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,0,1,0,1
0,25.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0,1
0,23.0,8.0,0.0,0.0,3746.701,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,8.0,0.0,0.0,1568.15,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,8.0,0.0,0.0,7010.444,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,9.0,0.0,0.0,3811.683,1.0,1.0,1,0,0,1,1,0,0,1
0,18.0,8.0,0.0,0.0,10798.56,1.0,1.0,1,0,0,1,1,0,0,1
0,18.0,11.0,0.0,0.0,4657.273,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,11.0,0.0,0.0,8551.533,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,10.0,0.0,0.0,4309.878,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,10.0,0.0,0.0,5286.396,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,9.0,0.0,0.0,12486.17,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,9.0,0.0,0.0,10877.35,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,10.0,0.0,0.0,202.2847,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,2657.705,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,7.0,0.0,0.0,4132.577,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,11.0,0.0,0.0,11303.14,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,1,0,0,1
0,18.0,9.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,2189.426,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,8.0,0.0,0.0,10210.99,1.0,1.0,1,0,1,0,1,0,0,1
0,18.0,10.0,0.0,0.0,11048.08,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,9.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,8.0,0.0,0.0,8993.865,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,6.0,0.0,0.0,5071.801,1.0,1.0,1,0,0,1,1,0,0,1
0,19.0,10.0,0.0,0.0,3194.01,1.0,1.0,1,0,1,0,1,0,0,1
0,17.0,11.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,1,0,0,1
0,20.0,9.0,0.0,0.0,5193.089,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,9.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,275.5661,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,9.0,0.0,0.0,3590.702,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,19.0,10.0,0.0,0.0,12797.67,1.0,1.0,0,1,1,0,0,1,0,1
0,20.0,9.0,0.0,0.0,2035.914,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,9.0,0.0,0.0,2389.679,1.0,1.0,0,1,1,0,1,0,0,1
0,18.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,8469.275,1.0,1.0,1,0,0,1,1,0,0,1
0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,0.0,1143.387,1.0,1.0,0,1,1,0,1,0,0,1
0,17.0,9.0,0.0,0.0,5114.814,1.0,1.0,1,0,0,1,1,0,0,1
0,18.0,10.0,0.0,0.0,781.2243,1.0,1.0,0,1,1,0,1,0,0,1
0,21.0,9.0,591.4991,0.0,3343.224,0.0,1.0,0,1,1,0,1,0,0,1
0,18.0,10.0,1563.249,0.0,9602.439,0.0,1.0,0,1,1,0,1,0,0,1
0,19.0,11.0,1626.623,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
0,24.0,9.0,2788.498,0.0,16461.57,0.0,1.0,0,1,1,0,1,0,0,1
0,28.0,11.0,3472.948,0.0,6771.622,0.0,1.0,1,0,0,1,0,1,0,1
0,25.0,11.0,5281.245,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
0,21.0,7.0,33799.95,0.0,11011.57,0.0,1.0,0,1,1,0,1,0,0,1
0,39.0,11.0,0.0,83.68964,0.0,1.0,0.0,0,1,1,0,1,0,0,1
0,36.0,12.0,0.0,142.3973,0.0,1.0,0.0,0,1,1,0,1,0,1,0
0,24.0,12.0,0.0,159.8847,0.0,1.0,0.0,0,1,1,0,1,0,1,0
0,17.0,11.0,989.2678,165.2077,4251.127,0.0,0.0,0,1,1,0,1,0,0,1
0,18.0,10.0,960.4268,240.1067,2891.668,0.0,0.0,0,1,1,0,1,0,0,1
0,18.0,10.0,0.0,273.5525,5514.365,1.0,0.0,0,1,1,0,1,0,0,1
0,28.0,10.0,1471.293,367.8234,4858.895,0.0,0.0,0,1,1,0,1,0,0,1
0,27.0,13.0,5214.306,474.5018,4812.576,0.0,0.0,1,0,1,0,1,0,1,0
0,31.0,12.0,0.0,494.643,0.0,1.0,0.0,1,0,1,0,1,0,1,0
0,22.0,9.0,0.0,506.4076,604.1987,1.0,0.0,0,1,1,0,1,0,0,1
0,31.0,10.0,0.0,520.4463,14527.88,1.0,0.0,0,1,1,0,1,0,0,1
0,26.0,10.0,6140.367,558.7734,0.0,0.0,0.0,0,1,1,0,0,1,0,1
0,18.0,9.0,0.0,559.596,7300.498,1.0,0.0,1,0,1,0,1,0,0,1
0,23.0,11.0,6382.309,580.7901,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,20.0,12.0,0.0,591.8151,4159.919,1.0,0.0,0,1,1,0,1,0,1,0
0,19.0,10.0,0.0,604.1539,0.0,1.0,0.0,0,1,1,0,1,0,0,1
0,18.0,11.0,1064.699,645.2723,5497.591,0.0,0.0,0,1,1,0,1,0,0,1
0,17.0,10.0,0.0,664.569,0.0,1.0,0.0,0,1,1,0,1,0,0,1
0,27.0,12.0,0.0,752.3901,0.0,1.0,0.0,0,1,1,0,0,1,1,0
0,27.0,11.0,3065.194,766.2986,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,28.0,12.0,0.0,803.343,16477.02,1.0,0.0,1,0,1,0,1,0,1,0
0,28.0,11.0,2431.949,863.4795,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,21.0,10.0,6661.063,1162.362,39483.53,0.0,0.0,0,1,1,0,1,0,0,1
0,17.0,10.0,4905.119,1168.902,11306.27,0.0,0.0,1,0,0,1,1,0,0,1
0,26.0,11.0,4699.963,1174.991,6672.021,0.0,0.0,0,1,1,0,1,0,0,1
0,29.0,9.0,0.0,1203.824,9378.653,1.0,0.0,0,1,1,0,1,0,0,1
0,17.0,10.0,1203.609,1239.628,5088.986,0.0,0.0,1,0,0,1,1,0,0,1
0,22.0,11.0,7914.131,1321.66,2639.29,0.0,0.0,0,1,1,0,1,0,0,1
0,24.0,11.0,0.0,1327.993,9495.902,1.0,0.0,0,1,1,0,1,0,0,1
0,20.0,12.0,557.6988,1371.473,20893.11,0.0,0.0,0,1,1,0,1,0,1,0
0,18.0,12.0,0.0,1405.512,0.0,1.0,0.0,0,1,1,0,1,0,1,0
0,24.0,11.0,2669.725,1468.383,10361.69,0.0,0.0,1,0,1,0,1,0,0,1
0,21.0,9.0,2988.412,1577.167,1740.199,0.0,0.0,1,0,1,0,1,0,0,1
0,30.0,8.0,0.0,1706.657,0.0,1.0,0.0,0,1,1,0,1,0,0,1
0,31.0,11.0,17711.88,1726.445,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,17.0,10.0,1442.681,1734.559,6354.194,0.0,0.0,1,0,0,1,1,0,0,1
0,19.0,9.0,8409.627,1778.089,7171.0,0.0,0.0,0,1,1,0,1,0,0,1
0,23.0,11.0,0.0,1896.023,5573.547,1.0,0.0,0,1,1,0,1,0,0,1
0,22.0,12.0,4380.017,2003.68,439.6881,0.0,0.0,0,1,1,0,1,0,1,0
0,29.0,12.0,22859.44,2080.209,16969.95,0.0,0.0,0,1,1,0,1,0,1,0
0,22.0,10.0,0.0,2174.955,5344.021,1.0,0.0,0,1,1,0,1,0,0,1
0,29.0,13.0,718.2492,2265.579,2725.322,0.0,0.0,0,1,1,0,1,0,1,0
0,19.0,11.0,721.3406,2445.589,9772.283,0.0,0.0,0,1,1,0,1,0,0,1
0,17.0,9.0,0.0,2595.267,0.0,1.0,0.0,0,1,1,0,1,0,0,1
0,18.0,10.0,1716.509,2682.125,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,19.0,12.0,8417.0,2814.195,1720.907,0.0,0.0,0,1,1,0,1,0,1,0
0,20.0,6.0,6006.879,2850.61,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,33.0,11.0,10523.83,2899.82,18859.89,0.0,0.0,0,1,1,0,1,0,0,1
0,36.0,11.0,5443.734,3063.878,1324.542,0.0,0.0,1,0,0,1,1,0,0,1
0,25.0,11.0,15209.99,3072.726,284.6584,0.0,0.0,0,1,1,0,1,0,0,1
0,19.0,11.0,3504.014,3285.68,11195.93,0.0,0.0,0,1,1,0,1,0,0,1
0,23.0,8.0,7724.283,3403.056,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,17.0,11.0,4080.73,3796.029,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,43.0,10.0,2502.868,4128.443,7565.273,0.0,0.0,0,1,1,0,1,0,0,1
0,26.0,11.0,0.0,4184.732,0.0,1.0,0.0,0,1,1,0,0,1,0,1
0,27.0,11.0,0.0,4491.884,0.0,1.0,0.0,0,1,1,0,0,1,0,1
0,19.0,11.0,6337.492,4503.064,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,28.0,11.0,8593.163,5393.895,4974.586,0.0,0.0,0,1,1,0,0,1,0,1
0,28.0,12.0,10585.13,5551.456,12780.02,0.0,0.0,0,1,1,0,0,1,1,0
0,26.0,8.0,1126.29,5562.598,3523.578,0.0,0.0,0,1,1,0,1,0,0,1
0,31.0,12.0,0.0,5613.909,0.0,1.0,0.0,0,1,1,0,1,0,1,0
0,23.0,11.0,7617.362,5716.407,10274.84,0.0,0.0,0,1,1,0,1,0,0,1
0,20.0,12.0,7182.492,6004.728,4779.72,0.0,0.0,0,1,1,0,1,0,1,0
0,28.0,10.0,8293.345,6449.48,16988.18,0.0,0.0,0,1,1,0,0,1,0,1
0,39.0,12.0,19785.32,6608.137,499.2572,0.0,0.0,0,1,1,0,0,1,1,0
0,21.0,8.0,39570.68,6608.304,3083.581,0.0,0.0,0,1,1,0,1,0,0,1
0,22.0,11.0,8810.067,6974.484,3708.719,0.0,0.0,0,1,1,0,1,0,0,1
0,20.0,11.0,8009.164,7666.875,7659.218,0.0,0.0,0,1,1,0,1,0,0,1
0,21.0,11.0,2992.534,8920.471,20857.84,0.0,0.0,1,0,0,1,1,0,0,1
0,23.0,12.0,5721.696,8960.684,7078.178,0.0,0.0,1,0,0,1,1,0,1,0
0,29.0,9.0,9268.943,9160.693,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,28.0,9.0,10222.41,9210.447,1239.844,0.0,0.0,0,1,1,0,0,1,0,1
0,30.0,11.0,0.0,9311.938,3982.801,1.0,0.0,0,1,1,0,0,1,0,1
0,25.0,10.0,13519.97,9319.444,0.0,0.0,0.0,0,1,1,0,0,1,0,1
0,28.0,11.0,824.3889,10033.91,0.0,0.0,0.0,0,1,1,0,0,1,0,1
0,22.0,10.0,27864.36,10598.67,7094.92,0.0,0.0,1,0,1,0,1,0,0,1
0,44.0,9.0,12260.78,10857.24,12359.31,0.0,0.0,0,1,1,0,0,1,0,1
0,21.0,9.0,31886.43,12357.22,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,28.0,11.0,17491.45,13371.25,0.0,0.0,0.0,0,1,1,0,1,0,0,1
0,29.0,9.0,9594.308,16341.16,16900.3,0.0,0.0,1,0,0,1,1,0,0,1
0,25.0,9.0,24731.62,16946.63,7343.964,0.0,0.0,0,1,1,0,0,1,0,1
0,22.0,10.0,25720.92,23031.98,5448.801,0.0,0.0,1,0,1,0,0,1,0,1
1,37.0,11.0,0.0,0.0,9930.046,1.0,1.0,0,1,1,0,0,1,0,1
1,22.0,9.0,0.0,0.0,3595.894,1.0,1.0,1,0,0,1,1,0,0,1
1,30.0,12.0,0.0,0.0,24909.45,1.0,1.0,0,1,1,0,1,0,1,0
1,27.0,11.0,0.0,0.0,7506.146,1.0,1.0,0,1,1,0,1,0,0,1
1,33.0,8.0,0.0,0.0,289.7899,1.0,1.0,0,1,1,0,1,0,0,1
1,22.0,9.0,0.0,0.0,4056.494,1.0,1.0,0,1,1,0,1,0,0,1
1,23.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,1,0
1,32.0,11.0,0.0,0.0,8472.158,1.0,1.0,0,1,1,0,1,0,0,1
1,22.0,16.0,0.0,0.0,2164.022,1.0,1.0,0,1,1,0,1,0,1,0
1,33.0,12.0,0.0,0.0,12418.07,1.0,1.0,1,0,1,0,0,1,1,0
1,19.0,9.0,0.0,0.0,8173.908,1.0,1.0,0,1,1,0,1,0,0,1
1,21.0,13.0,0.0,0.0,17094.64,1.0,1.0,0,1,1,0,1,0,1,0
1,18.0,8.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
1,27.0,10.0,0.0,0.0,18739.93,1.0,1.0,0,1,1,0,0,1,0,1
1,17.0,7.0,0.0,0.0,3023.879,1.0,1.0,0,1,1,0,1,0,0,1
1,19.0,10.0,0.0,0.0,3228.503,1.0,1.0,0,1,1,0,1,0,0,1
1,27.0,13.0,0.0,0.0,14581.86,1.0,1.0,0,1,1,0,1,0,1,0
1,23.0,10.0,0.0,0.0,7693.4,1.0,1.0,0,1,1,0,1,0,0,1
1,40.0,12.0,0.0,0.0,10804.32,1.0,1.0,0,1,1,0,1,0,1,0
1,26.0,12.0,0.0,0.0,10747.35,1.0,1.0,0,1,1,0,1,0,1,0
1,23.0,11.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
1,41.0,14.0,0.0,0.0,5149.501,1.0,1.0,1,0,1,0,1,0,1,0
1,38.0,9.0,0.0,0.0,6408.95,1.0,1.0,1,0,1,0,1,0,0,1
1,24.0,11.0,0.0,0.0,1991.4,1.0,1.0,0,1,1,0,1,0,0,1
1,18.0,10.0,0.0,0.0,11163.17,1.0,1.0,0,1,1,0,1,0,0,1
1,29.0,11.0,0.0,0.0,9642.999,1.0,1.0,0,1,1,0,0,1,0,1
1,25.0,11.0,0.0,0.0,9897.049,1.0,1.0,0,1,1,0,1,0,0,1
1,27.0,10.0,0.0,0.0,11142.87,1.0,1.0,1,0,0,1,1,0,0,1
1,17.0,10.0,0.0,0.0,16218.04,1.0,1.0,0,1,1,0,1,0,0,1
1,24.0,11.0,0.0,0.0,995.7002,1.0,1.0,0,1,1,0,1,0,0,1
1,17.0,10.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,0,1
1,48.0,4.0,0.0,0.0,6551.592,1.0,1.0,0,1,1,0,1,0,0,1
1,25.0,11.0,0.0,0.0,1574.424,1.0,1.0,0,1,1,0,0,1,0,1
1,20.0,12.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,1,0,1,0
