treat,age,black,hisp,married,nodegr,re74,re75,re78,u75
False,40.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.796,1.0
False,20.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.522,1.0
False,34.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.199,1.0
False,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,32.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.32,1.0
False,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75546,1.0
False,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
False,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.812,1.0
False,40.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.336,1.0
False,39.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799,1.0
False,34.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.247,1.0
False,24.0,1.0,0.0,0.0,1.0,0.0,0.0,2193.528,1.0
False,32.0,1.0,0.0,0.0,1.0,0.0,0.0,11120.53,1.0
False,27.0,1.0,0.0,0.0,0.0,0.0,0.0,7609.518,1.0
False,26.0,1.0,0.0,0.0,1.0,0.0,0.0,2169.027,1.0
False,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.232,1.0
False,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
False,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,5712.643,1.0
False,31.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
False,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1184.882,1.0
False,29.0,1.0,0.0,1.0,1.0,0.0,0.0,10225.88,1.0
False,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,1.0,1.0,0.0,0.0,4715.371,1.0
False,25.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,1.0
False,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,28.0,0.0,0.0,0.0,1.0,0.0,0.0,8190.421,1.0
False,26.0,1.0,0.0,0.0,1.0,0.0,0.0,4813.05,1.0
False,30.0,1.0,0.0,1.0,0.0,0.0,0.0,7344.678,1.0
False,25.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
False,29.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
False,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,23.0,1.0,0.0,0.0,1.0,0.0,0.0,4350.907,1.0
False,40.0,1.0,0.0,0.0,1.0,0.0,0.0,7812.522,1.0
False,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
False,20.0,1.0,0.0,0.0,1.0,0.0,0.0,3644.655,1.0
False,40.0,1.0,0.0,0.0,1.0,0.0,0.0,4844.803,1.0
False,39.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,27.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.9,1.0
False,33.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
False,25.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
False,23.0,1.0,0.0,0.0,1.0,0.0,0.0,3746.701,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1568.15,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,7010.444,1.0
False,19.0,0.0,1.0,0.0,1.0,0.0,0.0,3811.683,1.0
False,18.0,0.0,1.0,0.0,1.0,0.0,0.0,10798.56,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,4657.273,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,8551.533,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,4309.878,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,5286.396,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,12486.17,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,10877.35,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,202.2847,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,2657.705,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,4132.577,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,11303.14,1.0
False,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,2189.426,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,0.0,0.0,0.0,1.0,0.0,0.0,10210.99,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,11048.08,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,8993.865,1.0
False,19.0,0.0,1.0,0.0,1.0,0.0,0.0,5071.801,1.0
False,19.0,0.0,0.0,0.0,1.0,0.0,0.0,3194.01,1.0
False,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,20.0,1.0,0.0,0.0,1.0,0.0,0.0,5193.089,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,275.5661,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,3590.702,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,19.0,1.0,0.0,1.0,1.0,0.0,0.0,12797.67,1.0
False,20.0,1.0,0.0,0.0,1.0,0.0,0.0,2035.914,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.679,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,0.0,1.0,0.0,1.0,0.0,0.0,8469.275,1.0
False,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
False,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1143.387,1.0
False,17.0,0.0,1.0,0.0,1.0,0.0,0.0,5114.814,1.0
False,18.0,1.0,0.0,0.0,1.0,0.0,0.0,781.2243,1.0
False,21.0,1.0,0.0,0.0,1.0,591.4991,0.0,3343.224,1.0
False,18.0,1.0,0.0,0.0,1.0,1563.249,0.0,9602.439,1.0
False,19.0,1.0,0.0,0.0,1.0,1626.623,0.0,0.0,1.0
False,24.0,1.0,0.0,0.0,1.0,2060.9722500000003,0.0,16461.57,1.0
False,28.0,0.0,1.0,1.0,1.0,2060.9722500000003,0.0,6771.622,1.0
False,25.0,1.0,0.0,0.0,1.0,2060.9722500000003,0.0,0.0,1.0
False,21.0,1.0,0.0,0.0,1.0,2060.9722500000003,0.0,11011.57,1.0
False,39.0,1.0,0.0,0.0,1.0,0.0,83.68964,0.0,0.0
False,36.0,1.0,0.0,0.0,0.0,0.0,142.3973,0.0,0.0
False,24.0,1.0,0.0,0.0,0.0,0.0,159.8847,0.0,0.0
False,17.0,1.0,0.0,0.0,1.0,989.2678,165.2077,4251.127,0.0
False,18.0,1.0,0.0,0.0,1.0,960.4268,240.1067,2891.668,0.0
False,18.0,1.0,0.0,0.0,1.0,0.0,273.5525,5514.365,0.0
False,28.0,1.0,0.0,0.0,1.0,1471.293,367.8234,4858.895,0.0
False,27.0,0.0,0.0,0.0,0.0,2060.9722500000003,474.5018,4812.576,0.0
False,31.0,0.0,0.0,0.0,0.0,0.0,494.643,0.0,0.0
False,22.0,1.0,0.0,0.0,1.0,0.0,506.4076,604.1987,0.0
False,31.0,1.0,0.0,0.0,1.0,0.0,520.4463,14527.88,0.0
False,26.0,1.0,0.0,1.0,1.0,2060.9722500000003,558.7734,0.0,0.0
False,18.0,0.0,0.0,0.0,1.0,0.0,559.596,7300.498,0.0
False,23.0,1.0,0.0,0.0,1.0,2060.9722500000003,580.7901,0.0,0.0
False,20.0,1.0,0.0,0.0,0.0,0.0,591.8151,4159.919,0.0
False,19.0,1.0,0.0,0.0,1.0,0.0,604.1539,0.0,0.0
False,18.0,1.0,0.0,0.0,1.0,1064.699,645.2723,5497.591,0.0
False,17.0,1.0,0.0,0.0,1.0,0.0,664.569,0.0,0.0
False,27.0,1.0,0.0,1.0,0.0,0.0,752.3901,0.0,0.0
False,27.0,1.0,0.0,0.0,1.0,2060.9722500000003,766.2986,0.0,0.0
False,28.0,0.0,0.0,0.0,0.0,0.0,803.343,16477.02,0.0
False,28.0,1.0,0.0,0.0,1.0,2060.9722500000003,863.4795,0.0,0.0
False,21.0,1.0,0.0,0.0,1.0,2060.9722500000003,1162.362,20311.7875,0.0
False,17.0,0.0,1.0,0.0,1.0,2060.9722500000003,1168.902,11306.27,0.0
False,26.0,1.0,0.0,0.0,1.0,2060.9722500000003,1174.991,6672.021,0.0
False,29.0,1.0,0.0,0.0,1.0,0.0,1203.824,9378.653,0.0
False,17.0,0.0,1.0,0.0,1.0,1203.609,1239.628,5088.986,0.0
False,22.0,1.0,0.0,0.0,1.0,2060.9722500000003,1321.66,2639.29,0.0
False,24.0,1.0,0.0,0.0,1.0,0.0,1327.993,9495.902,0.0
False,20.0,1.0,0.0,0.0,0.0,557.6988,1371.473,20311.7875,0.0
False,18.0,1.0,0.0,0.0,0.0,0.0,1405.512,0.0,0.0
False,24.0,0.0,0.0,0.0,1.0,2060.9722500000003,1468.383,10361.69,0.0
False,21.0,0.0,0.0,0.0,1.0,2060.9722500000003,1577.167,1740.199,0.0
False,30.0,1.0,0.0,0.0,1.0,0.0,1706.657,0.0,0.0
False,31.0,1.0,0.0,0.0,1.0,2060.9722500000003,1726.445,0.0,0.0
False,17.0,0.0,1.0,0.0,1.0,1442.681,1734.559,6354.194,0.0
False,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,1778.089,7171.0,0.0
False,23.0,1.0,0.0,0.0,1.0,0.0,1896.023,5573.547,0.0
False,22.0,1.0,0.0,0.0,0.0,2060.9722500000003,2003.68,439.6881,0.0
False,29.0,1.0,0.0,0.0,0.0,2060.9722500000003,2080.209,16969.95,0.0
False,22.0,1.0,0.0,0.0,1.0,0.0,2174.955,5344.021,0.0
False,29.0,1.0,0.0,0.0,0.0,718.2492,2265.579,2725.322,0.0
False,19.0,1.0,0.0,0.0,1.0,721.3406,2445.589,9772.283,0.0
False,17.0,1.0,0.0,0.0,1.0,0.0,2595.267,0.0,0.0
False,18.0,1.0,0.0,0.0,1.0,1716.509,2682.125,0.0,0.0
False,19.0,1.0,0.0,0.0,0.0,2060.9722500000003,2814.195,1720.907,0.0
False,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,2850.61,0.0,0.0
False,33.0,1.0,0.0,0.0,1.0,2060.9722500000003,2899.82,18859.89,0.0
False,36.0,0.0,1.0,0.0,1.0,2060.9722500000003,3052.09,1324.542,0.0
False,25.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,284.6584,0.0
False,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,11195.93,0.0
False,23.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,17.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,40.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,7565.273,0.0
False,26.0,1.0,0.0,1.0,1.0,0.0,3052.09,0.0,0.0
False,27.0,1.0,0.0,1.0,1.0,0.0,3052.09,0.0,0.0
False,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,28.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,4974.586,0.0
False,28.0,1.0,0.0,1.0,0.0,2060.9722500000003,3052.09,12780.02,0.0
False,26.0,1.0,0.0,0.0,1.0,1126.29,3052.09,3523.578,0.0
False,31.0,1.0,0.0,0.0,0.0,0.0,3052.09,0.0,0.0
False,23.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,10274.84,0.0
False,20.0,1.0,0.0,0.0,0.0,2060.9722500000003,3052.09,4779.72,0.0
False,28.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,16988.18,0.0
False,39.0,1.0,0.0,1.0,0.0,2060.9722500000003,3052.09,499.2572,0.0
False,21.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,3083.581,0.0
False,22.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,3708.719,0.0
False,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,7659.218,0.0
False,21.0,0.0,1.0,0.0,1.0,2060.9722500000003,3052.09,20311.7875,0.0
False,23.0,0.0,1.0,0.0,0.0,2060.9722500000003,3052.09,7078.178,0.0
False,29.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,28.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,1239.844,0.0
False,30.0,1.0,0.0,1.0,1.0,0.0,3052.09,3982.801,0.0
False,25.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,28.0,1.0,0.0,1.0,1.0,824.3889,3052.09,0.0,0.0
False,22.0,0.0,0.0,0.0,1.0,2060.9722500000003,3052.09,7094.92,0.0
False,40.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,12359.31,0.0
False,21.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,28.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
False,29.0,0.0,1.0,0.0,1.0,2060.9722500000003,3052.09,16900.3,0.0
False,25.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,7343.964,0.0
False,22.0,0.0,0.0,1.0,1.0,2060.9722500000003,3052.09,5448.801,0.0
True,37.0,1.0,0.0,1.0,1.0,0.0,0.0,9930.046,1.0
True,22.0,0.0,1.0,0.0,1.0,0.0,0.0,3595.894,1.0
True,30.0,1.0,0.0,0.0,0.0,0.0,0.0,20311.7875,1.0
True,27.0,1.0,0.0,0.0,1.0,0.0,0.0,7506.146,1.0
True,33.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,1.0
True,22.0,1.0,0.0,0.0,1.0,0.0,0.0,4056.494,1.0
True,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
True,32.0,1.0,0.0,0.0,1.0,0.0,0.0,8472.158,1.0
True,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2164.022,1.0
True,33.0,0.0,0.0,1.0,0.0,0.0,0.0,12418.07,1.0
True,19.0,1.0,0.0,0.0,1.0,0.0,0.0,8173.908,1.0
True,21.0,1.0,0.0,0.0,0.0,0.0,0.0,17094.64,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,27.0,1.0,0.0,1.0,1.0,0.0,0.0,18739.93,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,3023.879,1.0
True,19.0,1.0,0.0,0.0,1.0,0.0,0.0,3228.503,1.0
True,27.0,1.0,0.0,0.0,0.0,0.0,0.0,14581.86,1.0
True,23.0,1.0,0.0,0.0,1.0,0.0,0.0,7693.4,1.0
True,40.0,1.0,0.0,0.0,0.0,0.0,0.0,10804.32,1.0
True,26.0,1.0,0.0,0.0,0.0,0.0,0.0,10747.35,1.0
True,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.501,1.0
True,38.0,0.0,0.0,0.0,1.0,0.0,0.0,6408.95,1.0
True,24.0,1.0,0.0,0.0,1.0,0.0,0.0,1991.4,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,11163.17,1.0
True,29.0,1.0,0.0,1.0,1.0,0.0,0.0,9642.999,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,9897.049,1.0
True,27.0,0.0,1.0,0.0,1.0,0.0,0.0,11142.87,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,16218.04,1.0
True,24.0,1.0,0.0,0.0,1.0,0.0,0.0,995.7002,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,40.0,1.0,0.0,0.0,1.0,0.0,0.0,6551.592,1.0
True,25.0,1.0,0.0,1.0,1.0,0.0,0.0,1574.424,1.0
True,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
True,25.0,1.0,0.0,0.0,0.0,0.0,0.0,3191.753,1.0
True,40.0,1.0,0.0,0.0,0.0,0.0,0.0,20311.7875,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,6181.88,1.0
True,23.0,1.0,0.0,1.0,0.0,0.0,0.0,5911.551,1.0
True,40.0,1.0,0.0,1.0,1.0,0.0,0.0,3094.156,1.0
True,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.582,1.0
True,19.0,0.0,0.0,0.0,1.0,0.0,0.0,13188.83,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,8061.485,1.0
True,18.0,0.0,1.0,1.0,1.0,0.0,0.0,2787.96,1.0
True,20.0,1.0,0.0,0.0,1.0,0.0,0.0,3972.54,1.0
True,25.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,12187.41,1.0
True,23.0,1.0,0.0,0.0,0.0,0.0,0.0,4843.176,1.0
True,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,31.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,25.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,1.0
True,30.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,37.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,1.0
True,40.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,1.0
True,40.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,1.0
True,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,29.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,1.0
True,35.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,1.0
True,27.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,1.0
True,29.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,1.0
True,28.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,1.0
True,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,40.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,1.0
True,29.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,1.0
True,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,40.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,25.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,1.0
True,28.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,1.0
True,25.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,1.0
True,22.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,1.0
True,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,40.0,1.0,0.0,0.0,1.0,0.0,0.0,20311.7875,1.0
True,22.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,1.0
True,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
True,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,1.0
True,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,1.0
True,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
True,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,23.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,1.0
True,26.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,1.0
True,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,31.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,1.0
